"data__message","data__story","data__updated_time","data__id","paging__previous","paging__next"
"סאבלט בת""א (בבלי) לשבועיים במהלך אוגוסט. דירת 3 חדרים משופצת אדריכלית + גינה. מוקפת ירוק. רחוב מאחורי פארק הירקון. גישה נוחה ישירות למרכז ת""א (קו 5 כל כמה דק' למרכז והים ). הרבה חניה באזור (אפור) . כולל אינטרנט, חשמל, כבלים וכל מה שצריך. פרטים נוספים בפרטי","","2014-08-05T19:21:36+0000","707688259256219_819364874755223","",""
"דרוש סבלט מיידי לזוג לתקופה של חודש- חודשיים, אשמח להצעות!","","2014-08-05T16:09:19+0000","707688259256219_823256144366096","",""
"טרם מצאתי סאבלט! דירה גדולה עם שותפות מדהימות אבל בקושי בדירה. חניה בשפע! בית צורי 30 ת""א.","","2014-08-05T15:45:00+0000","707688259256219_821482054543505","",""
"מסבלטת את הדירה המהממת שלי לתקופה של 5-6 חודשים בספטמבר, בדירה תשאר בולי החתולה הכי נעימה שיש, לכן רק מישהו שאוהב חתולים ומאוד(!) יכנס.. הדירה ממוקמת בלב פלורנטין והכי שקטה שיש, דירת קרקע מוארת ומרושתת 2 מפלסים 50 מ״ר, נדירה, בדירה יש אבזור מלא, מקרר, מכונת כביסה, טלוויזיות ואפילו פקס! באמת הכל, רק להביא בגדים. הדירה 3300 שח כולל ארנונה ומים","","2014-08-05T15:00:31+0000","707688259256219_823226811035696","",""
"ניר הובלות לסטודנטים שרות אמין 0507779987","‎ניר שחר‎ shared ‎ניר הובלות חדש‎'s post to the group: ‎סבלט בתל אביב לתקופות קצרות‎.","2014-08-05T13:29:13+0000","707688259256219_823189721039405","",""
"סאבלט בכיכר רבין! דירת שתי חדרים (חדר שינה וסלון) מאובזרת וממוזגת, 15 דקות מהים ודקה מהויטרינה. הסאבלט הינו בין ה27.8 ועד ל18.9 במחיר מצחיק (והגון) של 3000 שקלים!","","2014-08-05T13:21:10+0000","707688259256219_823186284373082","",""
"- English follows   אני מסבלט את החדר שלי בתאריכים 12-28 לאוגוסט הדירה נמצאת ברחוב מולדת - רחוב שקט בקרבת סלמה והעליה המחיר - 1,500₪ לכל התקופה כולל הכל, ויש הכל (גם מזגן בכל חדר!)  בדירה נשאר שותף נקי, שקט, מנומס ומריח טוב  Subletting my room in south TLV for the period of the 12-28 Aug  the rent is 1,500 NIS, all inclusive (as well as AC  + my handsome flatmate will keep you company","","2014-08-05T13:16:44+0000","707688259256219_823184537706590","",""
"שלום. סבלט ספטמבר-דצמבר. רחוב ארבע ארצות תל אביב יפו. דירה יפה משופצת מכונת כביסה מייבש מדיח מזגנים מרפסת שירותים ומקלחת כפולים סלון גדול וכיף גדול.  החדר מרוהט. בדירה נשארות שתי שותפות חמודות. 2600 ש""ח בלי חשבונות.  למעוניינים: שי 0523455594","","2014-08-05T11:55:45+0000","707688259256219_823155261042851","",""
"מסבלטות לחודש ימים חדר בדירה המשגעת שלנו בפלורנטין בקומפרט 14. דירת שתי קומות מושקעת ומעוצבת, מרחק הליכה מהים וממקומות בילוי מרכזיים. בדירה נשארת שותפה מושלמת וכלבלבונת פצפונת. הכניסה לדירה ב 5.9.14 עד ה 06.10.14 מחיר מציאה!!  לפרטים נוספים לפנות בפרטי או ב 0507323373 ❤️","","2014-08-05T10:25:46+0000","707688259256219_823097367715307","",""
"מי רוצה לגור בדירה היפה שלי? עכשיו עם תמונות:) מחפשת לסבלט את החדר שלי, בדירתי המהממת ברחוב בזל בת""א.  בדירה נשאר השותף האדיר שלי!  מדובר על אוגוסט/ספטמבר/אוקטובר..מבחינת תאריך כניסה ומשך השהות אני גמישה... נא לא להגיב על הפוסט אבל אפשר לפרגן בלייק וב-share. פרטים וכו בבקשה בפרטי- 4000 ש""ח לחודש (המחיר כולל הוצאות).","","2014-08-05T10:02:42+0000","707688259256219_823120471046330","",""
"מסבלטים את דירתנו היפה בצפון מסוף אוגוסט עד סוף אוקטובר (רלוונטי גם לחלק מהתקופה). ממוקמת באזור יהודה המכבי, מטר מפארק הירקון. מאובזרת, ממוזגת, ומתאימה לזוג או ליחיד. לפרטים נוספים 052-6173136","","2014-08-05T09:01:39+0000","707688259256219_823106057714438","",""
"מחפשת שותפה לדירה משופצת מרוהטת ומפונפנת ביותר. דירת שלושה חדרים. 2 חדרי שינה.לכול חדר מקלחת שירותים משלו. קומה ראשונה. מתחם שוק הפשפשים. יפו. 3200 לחדר. רלוונטי החל מה 15.8. אפשר גם במהלך ספטמבר. אם יש כאן מישהו שמעוניין לסבלט את כול הדירה לתקופה קצרה יש גם אופציה.","","2014-08-05T08:02:24+0000","707688259256219_823090694382641","",""
"מחפשת שותפה לדירה משופצת מרוהטת ומפונפנת ביותר. דירת שלושה חדרים. 2 חדרי שינה.לכול חדר מקלחת שירותים משלו. קומה ראשונה. מתחם שוק הפשפשים. יפו. 3200 לחדר. רלוונטי החל מה 15.8. אפשר גם במהלך ספטמבר. אם יש כאן מישהו שמעוניין לסבלט את כול הדירה לתקופה קצרה יש גם אופציה.","","2014-08-05T08:01:47+0000","707688259256219_823089921049385","",""
"Subletting my great apartment in center of Tel-Aviv - Neve-Tzedek. for period 20.08.14- 31.08.14. Very close to everything - 2 min from the sea, 5 min from Rothschild and Allenby. Nice and clean have everything for living - refrigerator, conditioner, wash machine... Good for one or couple. Only 2160 shek including all bills. The first - is the winner!  מסבלטת את דירתי המדהימה בנווה-צדק!!! בלב תל-אביב - 2 דק' הליכה מהים, 5 דק' מרוטשילד ואלנבי. דירה מהממת! מתאימה ליחיד או לזוג. בדירה יש הכל - מכונת כביסה, מקרר, מזגן אפילו אמבטיה אמיתית! לתקופה מ-20.08.14-31.08.14. 2160 שח' כולל כל החשבונות! כול קודם זוכה!!! לפנות בפרטי. כל ראשון זוכה!","","2014-08-05T07:53:05+0000","707688259256219_823087034383007","",""
"בית מתוק ביפו, עם חצר, מתאים גם למשפחה. מאוד מומלץ. מחיר - 2000ש""ח (פתוח למו""מ)","","2014-08-05T07:32:43+0000","707688259256219_823083377716706","",""
"סבלט קריר בתל אביב, משופצת וחדשה אזור בזל פנויה עד 21 לאוגוסט. מכונת אספרסו ומלא מזגן.","","2014-08-05T07:30:05+0000","707688259256219_823082721050105","",""
"מסבלטת את החדר הענק והיפייפה שלי בפלורנטין (5 דקות מהים ונווה צדק) לתקופה הכי יפה בקיץ הזה אוגוסט-ספטמבר. המחיר בתחתית- 2500 ש""ח לחודש כולל חשבונות, אינטרנט מהיר, ואבזור מלא של הדירה. בדירה נשארת שותפה מדהימה שמבשלת סוף.  לפרטים נוספים: נופר 0523106222","","2014-08-05T07:21:26+0000","707688259256219_823081307716913","",""
"הדירה היפיפיה שלי פנויה לסאבלט בין התאריכים 19.9-18.10,  הדירה היא שניים וחצי חדרים ונמצאת מטר מכיכר רבין ברחוב שקט, במחיר 3500 בלבד. לעוד פרטים אפשר לפנות אלי בפרטי","","2014-08-05T06:46:55+0000","707688259256219_823072534384457","",""
"הזדמנות חד פעמית בצפון הישן! סאבלט !!! 9/8-16/9 חדר בדירת 2 וחצי חדרים ברחוב הורקנוס השקט שבצפון הישן. דקה מהפארק, 5 דק הליכה מהים.. בחדר מזגן, טלוויזיה, פינת ישיבה ועוד.. הדירה מאובזרת קומפלט- מכונת כביסה, תנור, כיריים, מכונת אספסרסו ועוד.. הפנינה- חצר פרטית שווה במיוחד ענקית ומאובזרת, וגג ענק ומדליק .. מחיר בדיחה - 2600 לחודש כולל הכל!! , או 3000 לכל התקופה, כל הקודם זוכה!! בדירה נשאר שותף, נוח וידידותי..יש אפשרות גם לחלק מהתקופה.. לפרטים- יונתן 0546614661 מוזמנים ליצור קשר","","2014-08-05T06:46:00+0000","707688259256219_823072347717809","",""
"חברי הקבוצה היקרים!  יש קבוצה וותיקה בפייסבוק שהיתי רוצה לפרגן להם,בזכותם מצאתי דירה ליגה מציאה בתל אביב!!!! אז כנסו ותחפשו גם מתפרסמות בקבוצה זו דירות ברות השגה במרכז.  מלא מלא דירות שוות בזול!!!    הנה הלינק ---------------->http://goo.gl/jCPaXt","","2014-08-05T06:19:01+0000","707688259256219_823065557718488","",""
"מסבלטים נפלאים -  מציע את החדר שלי בדירת שותפים שקטה בסוקולוב 63 (בין בזל לנורדאו) לתקופה של 20 ימים, בין ה17.8 ל7.9 (גמיש מאוד עם התאריכים).  בדירה נשארים שני שותפים נעימים ונחמדים, יש מכונת כביסה יש, ויש מיזוג יש. 1350 ש""ח לתקופה כולל הכל! לפרטים - 0546840001","","2014-08-05T05:32:31+0000","707688259256219_823050851053292","",""
"שלומות לכולם, החדר המהמם שלי מתפנה לסאבלט מפנק של חודש בין התאריכים 6.8 - 6.9 (גמיש בכמה ימים לכאן או לכאן), במחיר של 2,100 ש""ח לחודש כולל חשבונות וריהוט מלא - כולל מכונת כביסה ומייבש.  הדירה ממוקמת ברחוב נחמני 1. בדירה 4 חדרים: 3 חדרי שינה, סלון ענק, מקלחת ושירותים נפרדים והכי הכי הכי חשוב - 2 מרפסות! מרפסת שירות + מרפסת חלומית וגדולה להתפנקות עם אורחים (:   מיקום מדהים!  מרכזי ושקט מאוד! במרחק דקת הליכה מפינת רוטשילד/אלנבי, 15 דקות הליכה מהים, 5 דקות משנקין וכן הלאה.. דירה מהממת וזולה מהסוג הישן- כל הקודם זוכה! (:  בדירה נשארים 2 שותפים בנים מקסימים נוספים. מצורפות תמונות של החדר ושאר הדירה.  מוזמנים להגיע לראות! 050-6944581, אור.","","2014-08-04T20:52:24+0000","707688259256219_822064581151919","",""
"סבלט נדיר!! מציע את החדר שלי בין התאריכים 22/8-24/9 הדירה ממוקמת בלב תל אביב, אבן גבירול - זבוטניסקי הדירה משופצת ובמצב מעולה, בחדר יש מזגן מיטה ארון מקלחת ושירותים משופצים ופרטיים !!! 3100 ש""ח לחודש כולל חשבונות לפרטים נוספים 0545882148","","2014-08-04T17:17:58+0000","707688259256219_822770554414655","",""
"ניר הובלות לסטודנטים שרות אמין 0507779987","‎ניר שחר‎ shared ‎ניר הובלות חדש‎'s post to the group: ‎סבלט בתל אביב לתקופות קצרות‎.","2014-08-04T13:49:40+0000","707688259256219_822678004423910","",""
"APARTMENT SUBLET: TZAFON YASHON (OLD NORTH)  Subletting beautiful, 1.5 room apartment on Yohanan Horkanos St. right near the park and 10 minutes walking distance from the beach. Quiet neighborhood but close to bars and restaurants. Pets allowed.   Dates: 23 August to 28 December Price: 4,200 Shekels per months plus utilities  Please email paul.immersia@gmail.com for more information.","","2014-08-04T13:32:19+0000","707688259256219_822669481091429","",""
"17.09-17.10 5,500 nis We are subletting our next to the beach apartment (Bugrashov Area) during the holiday season. The apartment has two rooms and fits up to two people with a child, it's completely equipped and renovated. 17.09-17.10 סאבלט לדירה שמתאימה ליחיד או לזוג מסבלטים את הדירה שלנו באזור בוגרשוב, ממש צמוד לים, הדירה היא דירת שני חדרים עם מזגן בכל חדר, היא מאובזרת לחלוטין וממוקמת שלוש דקות הליכה מהים. PM me for more details!","","2014-08-04T12:49:30+0000","707688259256219_822646767760367","",""
"סבלט**סבלט**סבלט**   כניסה מיידית, 2555 ש""ח לחודש כולל חשבונות, אינטרנט מהיר, פלזמה ענקית ומערכת קולנוע ביתית- 80 מ""ר של אושר בקיצור. מסבלטת את החדר ההורס שלי (בדירה נשארת שותפה מהממת) בפלורנטין הירוקה!!  חנייה מסודרת עם וולה , מיזוג של טורנדו ואהבה אינסופית עם שלום עולמי.  מראה את הדירה היום ומחר כל הקודמת זוכה.  0523106222 נופר Like","","2014-08-04T12:31:28+0000","707688259256219_822636491094728","",""
"ניסיון אחרון. סאבלט לשארית אוגוסט (אופציה להישאר). 2100 כולל הכל. חדר גדול בדירת גג גדולה עם שותף. דירה מוארת ומלאה אויר. 100 מ""ר גג. מכונת כביסה, דוד שמש, אמבטיה על הגג... בחדר נשארת מיטה וארון בגדים.  דקה מהרצל סלמה.   0546597800 דרור","","2014-08-04T10:30:31+0000","707688259256219_822591984432512","",""
"-- סבלט לחדר בדירת שותפים -- סקולוב 63 (בין בזל לנורדאו) -- 17.8 - 7.9  (20 ימים) - גמיש מאוד עם התאריכים! מחיר: 1350 ש""ח כולל הכל.  חדר מרווח בדירת שותפים שקטה, מכונת כביסה, מזגן מצוין ודקה מהים ומקו 4 ו5. (ומכל שאר הקווים שעוברים באבן גבירול ודיזינגוף) - לפרטים 0546840001","","2014-08-04T08:48:53+0000","707688259256219_822564727768571","",""
"מפרסמת, בשביל חבר סאבלט ברחוב שוקן פינת העליה בכניסה לפלורנטין, חדר מרוהט קומפלט,בדירת 2 שותפים. חדר מרווח ומואר עם מרפסת כולל כל הציוד הדרוש: פלאזמה ענקית, מיטה זוגית, ארון בגדים ענק, פינת ישיבה, מערכת סטיראו אינטרנט אלחוטי ועוד. דירת 2.5 חדרים ללא סלון (פרטיות מוחלטת),מטבח מאובזר בהכל ומכונת כביסה. דקות הליכה מחיי הלילה של פלורנטין,10 דקות מרוטשילד,12 דקות מחוף הים ויפו העתיקה. מחיר כולל כל ההוצאות כניסה ב13/8!!!-0546550587 ************************************************************************** sublet Advertises for a friend ,Florentine neighborhood, fully furnished room,shared apartment. Big lighted room with a nice balcony included all you need:plazma' double bed, huge closet, sitting area, wifi etc. 2.5rooms apartment no living room (full privacy), equipped kitchen+washing machine Located 2 min walk from the great night life of Florentine,10 min from Rotchild, 12 min from old Jaffa and the beach.. The flatmate in the second room  !!! Price included all the bills !!!!!2700 shekel for Month 13/8 !!!-0546550587","","2014-08-04T07:21:16+0000","707688259256219_822543454437365","",""
"מסבלטת את דירת הפאר שלי בפלורנטין- 80 מ""ר של אושר צרוף. דירת קרקע (היא נרכשה מתיווך כך שהיא מהממת) בדירה נשארת שותפה- מדהימה ועל כן, דרוש שותף/ה לכניסה מיידית עם הסבלט מגיעים הפינוקים: מערכת קולנוע ביתית, פלזמה ענקית, מיטה, ארון ופינת ישיבה מפנקת. 2555 ש""ח לחודש הדירה מאובזרת לחלוטין!! לפרטים נוספים 0523106222 או בפרטי","","2014-08-04T07:19:44+0000","707688259256219_822543134437397","",""
"הדירה היפיפיה שלי פנויה לסאבלט בין התאריכים 19.9-18.10,  הדירה היא שניים וחצי חדרים ונמצאת מטר מכיכר רבין ברחוב שקט, במחיר 3500 בלבד. לעוד פרטים אפשר לפנות אלי בפרטי","","2014-08-04T06:09:33+0000","707688259256219_822522294439481","",""
"מסבלטים דירה בנווה צדק!  שני חדרים, חצר, שתי דקות מהים... תאריכים:  15/8  -   2/9.  2000 ש""ח לכל התקופה קיץ נעים ושמח לכולנו","","2014-08-03T22:44:53+0000","707688259256219_821673201191057","",""
"היי!! מסבלטת את דירת הפאר שלי בפלורנטין- 80 מ""ר של אושר צרוף. דירת קרקע (היא נרכשה מתיווך כך שהיא מהממת) בדירה נשארת שותפה- מדהימה ועל כן, דרוש שותף בלבד (עדיפות על סטודנט)!! עם הסבלט מגיעים הפינוקים: מערכת קולנוע ביתית, פלזמה ענקית, מיטה, ארון ופינת ישיבה מפנקת. 2555 ש""ח לחודש הדירה מאובזרת לחלוטין!! לפרטים נוספים 0523106222 או בפרטי!","","2014-08-03T17:24:57+0000","707688259256219_822194307805613","",""
"****סאבלט לחודשיים במרכז ת""א**** חדר גדול מאוד עם מרפסת! בדירת 3 שותפים ברחוב העבודה מיקום מעולה, רגע משינקין ושני רגעים מרוטשילד וקינג ג'ורג נשארים שני שותפים מאוד חמודים מטבח מאובזר עם מכונת קפה. מזגן. מכונת כביסה. ואנרגיות טובות :)  תאריכים: 15/8 - 15/10  מחיר: 2500 לחודש כולל הכל!! תמר 054-3108017 (דברו איתה בטלפון, אני רק המפרסמת..)","","2014-08-03T15:29:28+0000","707688259256219_822131781145199","",""
"סאבלט לחודש אוגוסט (אפשר לפניי) - בדיזינגוף פרישמן (ליד הים) - 2300 ש""ח  חדר ענק בדירת שלושה חדרים עם מקלחת ושירותים פרטיים (לדירה יש עוד מקלחת ושירותים לשני השותפים אחרים). הסבר מפורט על המטבח ועוד מתואר באנגלית למטה סאבלט לחודש אוגוסט (אפשר לפניי) - בדיזינגוף פרישמן (ליד הים) - 2300 ש""ח.  חדר ענק בדירת שלושה חדרים עם מקלחת ושירותים פרטיים (לדירה יש עוד מקלחת ושירותים לשני השותפים אחרים). הסבר מפורט על החדר ועוד מתואר באנגלית למטה  טלפון 0525827272   Dizengoff square - huge room (in a 3 Bdrm apt) + Private Bathroom - 2300 NIS.  The apartment is shared with two young (26 yrs) roommates.   The room features:  •Private toilet & shower •Double sized bed •Free high speed Wi-Fi  •Closet  •Desk","","2014-08-03T14:14:23+0000","707688259256219_822103261148051","",""
"ניר הובלות לסטודנטים שרות אמין 057779987","‎ניר שחר‎ shared ‎ניר הובלות חדש‎'s post to the group: ‎סבלט בתל אביב לתקופות קצרות‎.","2014-08-03T13:12:11+0000","707688259256219_822078217817222","",""
"17.09-17.10 5,500 nis We are subletting our next to the beach apartment (Bugrashov Area) during the holiday season. The apartment has two rooms and fits up to two people with a child, it's completely equipped and renovated. 17.09-17.10 סאבלט לדירה שמתאימה ליחיד או לזוג מסבלטים את הדירה שלנו באזור בוגרשוב, ממש צמוד לים, הדירה היא דירת שני חדרים עם מזגן בכל חדר, היא מאובזרת לחלוטין וממוקמת שלוש דקות הליכה מהים. PM me for more details!","","2014-08-03T12:18:48+0000","707688259256219_822059731152404","",""
"מסבלטת דירת חדר וחצי מרווחת מאוד-45 מ', במדרחוב נחלת בנימין רחוב רמבם (ליד שוק הכרמל וקרוב לים). החל מ 12-8 עד 31-8 אפשר להתגמש בתאריכים. 2700 שח סך הכל, כולל הכל","Liat Ben Shoshan uploaded a file in the group: ‎סבלט בתל אביב לתקופות קצרות‎.","2014-08-03T11:56:38+0000","707688259256219_822051014486609","",""
"מסבלטת דירת שני חדרים מדהימה עם מרפסת לנוף משגע בבוגרשוב, משופצת ומאד נוחה ונעימה . מעוניינת לסבלט סך הכל לחודש כאשר אני חייבת בוודאות מחליפה לתאריכים מה21.8 ועד 10.9.14 הימים הנוספים הם גמישים -לפני או אחרי המועד המצוין. מחיר 4500 שקל כולל הכל לכל החודש. המודעה פונה לנשים בלבד","","2014-08-03T11:20:20+0000","707688259256219_822037391154638","",""
"מסבלט את החדר שלי לתקופה שבין ה 17 באוגוסט ל15 בספטמבר. 2700 ש""ח כולל הכל. שותף אחד נשאר בדירה שנמצאת בכרם. דקה מהשוק ושתי דקות מהים. מיקום אידיאלי ושקט. לפרטים פנו לפרטי.","","2014-08-03T10:04:24+0000","707688259256219_822014994490211","",""
"סאבלט לשארית אוגוסט עם אופציה לחתום חוזה לשנה בסוף אוגוסט. דירת שותפים (2), 95 מ""ר, 100 מ""ר גג  באותו מפלס. חדר שינה גדול, דוד שמש, אמבטיה על הגג, אח עצים. דירה נעימה מלאה אור ואויר. המון חניה באפור ברחוב. בדירה נשאר שותף לאוגוסט עד סוף החוזה. חבר נחמד מאוד.  2400 ש""ח לשארית אוגוסט.","","2014-08-03T09:15:04+0000","707688259256219_821986301159747","",""
"אנחנו בחלום,חלום טוב! כנראה שהמצב מתחיל להשתפר אני מצאתי דירת 3 חדרים בתל אביב ב3800 ש""ח שזה מחיר פצצה! את הדירה מצאתי בזכות הקבוצה ""דירות ברות השגה"" שם מפרסמים דירות ברות השגה במרכז!!! אז אפרגן לכם בלינק שלהם כדאי שגם לכם יהיה קל למצוא דירה במחיר סביר הלינק-------->http://goo.gl/6ary9c","","2014-08-03T09:12:13+0000","707688259256219_821977864493924","",""
"מיקום מהמם בלב תל אביב! חדר עורפי גדול בדירת שותפים על שדרות רוטשילד. פנוי לסבלט בין ה9 לאוגוסט עד ה19 בספטמבר, 2500 לחודש, תנאים גמישים. Amazing location in heart of Tel Aviv! Large and cozy 1BR on Rothschild Bd. Available from august 9th to September 19th with some flexibility, 2500 NIS per month.   ","","2014-08-03T07:21:27+0000","707688259256219_821936324498078","",""
"הדירה היפיפיה שלי פנויה לסאבלט בין התאריכים 19.9-18.10,  הדירה היא שניים וחצי חדרים ונמצאת מטר מכיכר רבין ברחוב שקט, במחיר 3500 בלבד. לעוד פרטים אפשר לפנות אלי בפרטי","","2014-08-03T07:11:18+0000","707688259256219_821933127831731","",""
"סבלט ל 10 ימים החל מחמישי הקרוב 7/08-17/08 במרכז תל אביב- רחוב רות (שקט וקרוב לככר רבין,דיזינגוף סנטר,לים). שתי שותפות שקטות ונקיות,כל אחת בפינה נפרדת ויש מלא פרטיות. בית נעים וחדר כמו יחידה נפרדת עם מרפסת. מקלחת ומטבח חדשים.  יש כל מה שצריך בבית,מזגנים,כלים...רק לבוא. 1000 ש""ח כולל הוצאות! לבנות בלבד...","","2014-08-03T07:04:46+0000","707688259256219_821931377831906","",""
"Amazing location for a great price!  Available from August 3rd- September 15th - or part of the time Only 3000 NIS per month including everything! Huge 1 bedroom with AC","","2014-08-03T06:56:28+0000","707688259256219_821928847832159","",""
"לדירה מהממת!! דרושה שותפה ל 3-2 חודשים. (סבלט) הדירה: ענקית כ 90 מ""ר משופצת לגמרי, מאובזרת לחלוטין, תיקרות גבוהות.  ממוקמת בטשרניחובסקי, רחוב שקט ומרכזי ביותר, 2 דקות הליכה משיינקין, 5 דקות הליכה מהסנטר. החדר: חדר גדול מאוד עם מקלחת ושירותים פרטיים, ארון בגדים עצום, מיטה שידה ומזגן כמובן. כניסה מיידית שכר דירה: 3000 ש""ח לחודש כולל ארנונה ומים (לא כולל חשמל) צרו קשר: ניר 0548033253 או בפרטי ","","2014-08-03T06:16:01+0000","707688259256219_821898881168489","",""
"סבלט נדיר!! מציע את החדר שלי בין התאריכים 22/8-24/9 הדירה ממוקמת בלב תל אביב, אבן גבירול - זבוטניסקי הדירה משופצת ובמצב מעולה, בחדר יש מזגן מיטה ארון מקלחת ושירותים משופצים ופרטיים !!! 3100 ש""ח לחודש כולל חשבונות לפרטים נוספים 0545882148","","2014-08-02T19:43:03+0000","707688259256219_821679944523716","",""
"17.09-17.10 5,500 nis We are subletting our next to the beach apartment (Bugrashov Area) during the holiday season. The apartment has two rooms and fits up to two people with a child, it's completely equipped and renovated. 17.09-17.10 סאבלט לדירה שמתאימה ליחיד או לזוג מסבלטים את הדירה שלנו באזור בוגרשוב, ממש צמוד לים, הדירה היא דירת שני חדרים עם מזגן בכל חדר, היא מאובזרת לחלוטין וממוקמת שלוש דקות הליכה מהים. PM me for more details!","","2014-08-02T18:28:26+0000","707688259256219_821647214526989","",""
"מחפש 2 - 3 חדרים בצפון הישן של ת""א (הנרייטה סולד, תמר, דפנה, ליד תיכון חדש) תודה!","","2014-08-02T17:55:37+0000","707688259256219_821471564544554","",""
"מסאבלטת את החדר שלי- במיקום המעולה ביותר בתל אביב - רחוב ירמיהו השקט מטר ליד נמל תל אביב ופארק הירקון, חדר ענק, מואר ועורפי, דירה שקטה, מרווחת עם 2 חדרי מקלחת ושירותים, מזגן מרכזי, דוד שמש, סלון מרווח מאוד, מטבח ומרפסת ע-נ-ק-י-ת- לרגל נסיעה לחו""ל בתאריכים 1/9/2014-12/10/2014 שני שותפים נהדרים נשארים בדירה. 4400 ש""ח לכל התקופה כולל חשבונות! אפשר גם לחלק מהתקופה.","","2014-08-02T16:29:15+0000","707688259256219_821601717864872","",""
"","","2014-08-02T16:08:58+0000","707688259256219_821592337865810","",""
"ניר הובלות לסטודנטים שרות אמין 0507779987","‎ניר שחר‎ shared ‎ניר הובלות חדש‎'s post to the group: ‎סבלט בתל אביב לתקופות קצרות‎.","2014-08-02T15:25:03+0000","707688259256219_821566674535043","",""
"מחפש סבלט לדירת יחיד מסוף ספטמבר לחודש-חודשיים","","2014-08-02T15:15:31+0000","707688259256219_821515021206875","",""
"סאבלט דירה ממש שווה, במיקום הכי לוהט, לשבועיים מעכשיו, מעולה ליחיד או זוג, אין שותפים. אחלה ספייס אחלה אווירה לפרטים בפרטי","","2014-08-02T14:55:37+0000","707688259256219_821553281203049","",""
"hey! i'm looking for a room/appartement to sublet in tlv from august 9th till august 30th. for 1 person. can also be something for two, as a friend is also looking for a place the same period. all the best, florian","","2014-08-02T14:49:12+0000","707688259256219_821470121211365","",""
"חדר בדירה טבעונית עם 2 שותפים לסבלוט בשכונת התקווה לחודשים אוגוסט- ספטמבר.  החדר גדול מאוד וכולל פינת עבודה גדולה, מיטה זוגית ופינת ישיבה, מאוורר ומזגן.   החדר בבית פרטי עם סלון ומטבח שיכול להיות גם צמחוני, גג של 100 מטר עם תאורה ושירותים ומקלחת גדולים.  ליד שוק התקווה, 10 דקות נסיעה באופניים ממרכז העיר וקרוב לתחנה מרכזית(בול במרחק המתאים). המחיר: 2,400 לחודשיים לא כולל חשבונות. זה בערך הכי טוב בעולם שתוכלו למצוא בזמן הזה בת""א.  ספיר סלוצקר- עמראן 0547800665 sapir.slam@gmail.com  Vegitarian house with two roomates. The room is very large and includes work area, a double bed, sitting area and an air conditioner. Bike included:)  Great area with a cool markete. 15min from center and 10min from central bus staion and train.","","2014-08-02T12:40:01+0000","707688259256219_821492161209161","",""
"הדירה היפיפיה שלי שוב פנויה לסאבלט בין התאריכים 19.9-18.10,  הדירה היא שניים וחצי חדרים ונמצאת מטר מכיכר רבין ברחוב שקט. לעוד פרטים אפשר לפנות אלי בפרטי.","","2014-08-02T11:54:28+0000","707688259256219_821473191211058","",""
"","","2014-08-02T11:27:17+0000","707688259256219_820585494633161","",""
"מפרסם בשביל חבר סאבלט ברחוב שוקן פינת העליה בכניסה לפלורנטין, חדר מרוהט קומפלט,בדירת 2 שותפים. חדר מרווח ומואר עם מרפסת כולל כל הציוד הדרוש: פלאזמה ענקית, מיטה זוגית, ארון בגדים ענק, פינת ישיבה, מערכת סטיראו אינטרנט אלחוטי ועוד. דירת 2.5 חדרים ללא סלון (פרטיות מוחלטת),מטבח מאובזר בהכל ומכונת כביסה. דקות הליכה מחיי הלילה של פלורנטין,10 דקות מרוטשילד,12 דקות מחוף הים ויפו העתיקה. מחיר כולל כל ההוצאות כניסה ב13/8!!!-0546550587 ************************************************************************** sublet Advertises for a friend ,Florentine neighborhood, fully furnished room,shared apartment. Big lighted room with a nice balcony included all you need:plazma' double bed, huge closet, sitting area, wifi etc. 2.5rooms apartment no living room (full privacy), equipped kitchen+washing machine Located 2 min walk from the great night life of Florentine,10 min from Rotchild, 12 min from old Jaffa and the beach.. The flatmate in the second room   !!! Price included all the bills !!!!!2700 shekel for Month 13/8 !!!-0546550587","","2014-08-02T11:24:36+0000","707688259256219_821388264552884","",""
"דירת 3 חדרים מקסימה ברמת אביב, מאובזרת לחלוטין. אידיאלי לזוג/ זוג+ילד. 4 לאוגוסט עד 20 לספטמבר. 5000 לחודש כולל חשבונות. אופציה לחלק מהתקופה או לכולה. נא לפנות בפרטי","","2014-08-02T08:33:49+0000","707688259256219_820310621327315","",""
"**סבלט 16.8-16.9***!!! קיץ במרכז העיר!! חדר מקסים ברחוב הס השקט, 5 דקות מהים וגן מאיר! מרפסת מהממת עם פרחים ונענע, מלא אוויר ואור! דירה מרווחת, סלון גדול, מטבח מאובזר, מזגן חדש חדש, מרפסות שמש, שירותים, מקלחת ו2 שותפות נהדרות. 2400 כולל הכל. לפרטים, netta.weiser1@gmail.com  **Sublet 16.8-16.9!!** Summer in the center of Tel Aviv! A wonderful room in the peaceful Hess Street, just 5 min walking from the beach and Meir Garden!  Great balcony with flowers, full of sunshine and air. Spacious apartment, large living room, fully equipped kitchen, new air conditioner, balconies, bathroom and 2 amazing roommates! 2400 NIS** for more info: netta.weiser1@gmail.com","","2014-08-02T08:19:10+0000","707688259256219_821407611217616","",""
